Add, s0, o0, W
Add, s0, s1, T
Add, s1, o1, R
Add, s1, s2, T
Add, s2, o2, W
Add, s2, s3, T
Add, s3, o3, R
Add, s3, s4, T
Add, s4, o4, W
Add, s4, s5, T
Add, s5, o5, R
Add, s5, s6, T
Add, s6, o6, W
Add, s6, s7, T
Add, s7, o7, R
Add, s7, s8, T
Add, s8, o8, W
Add, s8, s9, T
Add, s9, o9, R
Add, s9, s10, T
Add, s10, o10, W
Add, s10, s11, T
Add, s11, o11, R
Add, s11, s12, T
Add, s12, o12, W
Add, s12, s13, T
Add, s13, o13, R
Add, s13, s14, T
Add, s14, o14, W
Add, s14, s15, T
Add, s15, o15, R
Add, s15, s16, T
Add, s16, o16, W
Add, s16, s17, T
Add, s17, o17, R
Add, s17, s18, T
Add, s18, o18, W
Add, s18, s19, T
Add, s19, o19, R
Add, s19, s20, T
Add, s20, o20, W
Add, s20, s21, T
Add, s21, o21, R
Add, s21, s22, T
Add, s22, o22, W
Add, s22, s23, T
Add, s23, o23, R
Add, s23, s24, T
Add, s24, o24, W
Add, s24, s25, T
Add, s25, o25, R
Add, s25, s26, T
Add, s26, o26, W
Add, s26, s27, T
Add, s27, o27, R
Add, s27, s28, T
Add, s28, o28, W
Add, s28, s29, T
Add, s29, o29, R
Add, s29, s30, T
Add, s30, o30, W
Add, s30, s31, T
Add, s31, o31, R
Add, s31, s32, T
Add, s32, o32, W
Add, s32, s33, T
Add, s33, o33, R
Add, s33, s34, T
Add, s34, o34, W
Add, s34, s35, T
Add, s35, o35, R
Add, s35, s36, T
Add, s36, o36, W
Add, s36, s37, T
Add, s37, o37, R
Add, s37, s38, T
Add, s38, o38, W
Add, s38, s39, T
Add, s39, o39, R
Add, s39, s40, T
Add, s40, o40, W
Add, s40, s41, T
Add, s41, o41, R
Add, s41, s42, T
Add, s42, o42, W
Add, s42, s43, T
Add, s43, o43, R
Add, s43, s44, T
Add, s44, o44, W
Add, s44, s45, T
Add, s45, o45, R
Add, s45, s46, T
Add, s46, o46, W
Add, s46, s47, T
Add, s47, o47, R
Add, s47, s48, T
Add, s48, o48, W
Add, s48, s49, T
Add, s49, o49, R
Add, s49, s50, T
Add, s50, o50, W
Add, s50, s51, T
Add, s51, o51, R
Add, s51, s52, T
Add, s52, o52, W
Add, s52, s53, T
Add, s53, o53, R
Add, s53, s54, T
Add, s54, o54, W
Add, s54, s55, T
Add, s55, o55, R
Add, s55, s56, T
Add, s56, o56, W
Add, s56, s57, T
Add, s57, o57, R
Add, s57, s58, T
Add, s58, o58, W
Add, s58, s59, T
Add, s59, o59, R
Add, s59, s60, T
Add, s60, o60, W
Add, s60, s61, T
Add, s61, o61, R
Add, s61, s62, T
Add, s62, o62, W
Add, s62, s63, T
Add, s63, o63, R
Add, s63, s64, T
Add, s64, o64, W
Add, s64, s65, T
Add, s65, o65, R
Add, s65, s66, T
Add, s66, o66, W
Add, s66, s67, T
Add, s67, o67, R
Add, s67, s68, T
Add, s68, o68, W
Add, s68, s69, T
Add, s69, o69, R
Add, s69, s70, T
Add, s70, o70, W
Add, s70, s71, T
Add, s71, o71, R
Add, s71, s72, T
Add, s72, o72, W
Add, s72, s73, T
Add, s73, o73, R
Add, s73, s74, T
Add, s74, o74, W
Add, s74, s75, T
Add, s75, o75, R
Add, s75, s76, T
Add, s76, o76, W
Add, s76, s77, T
Add, s77, o77, R
Add, s77, s78, T
Add, s78, o78, W
Add, s78, s79, T
Add, s79, o79, R
Add, s79, s80, T
Add, s80, o80, W
Add, s80, s81, T
Add, s81, o81, R
Add, s81, s82, T
Add, s82, o82, W
Add, s82, s83, T
Add, s83, o83, R
Add, s83, s84, T
Add, s84, o84, W
Add, s84, s85, T
Add, s85, o85, R
Add, s85, s86, T
Add, s86, o86, W
Add, s86, s87, T
Add, s87, o87, R
Add, s87, s88, T
Add, s88, o88, W
Add, s88, s89, T
Add, s89, o89, R
Add, s89, s90, T
Add, s90, o90, W
Add, s90, s91, T
Add, s91, o91, R
Add, s91, s92, T
Add, s92, o92, W
Add, s92, s93, T
Add, s93, o93, R
Add, s93, s94, T
Add, s94, o94, W
Add, s94, s95, T
Add, s95, o95, R
Add, s95, s96, T
Add, s96, o96, W
Add, s96, s97, T
Add, s97, o97, R
Add, s97, s98, T
Add, s98, o98, W
Add, s98, s99, T
Add, s99, o99, R
Add, s99, s100, T
Add, s100, o100, W
Add, s100, s101, T
Add, s101, o101, R
Add, s101, s102, T
Add, s102, o102, W
Add, s102, s103, T
Add, s103, o103, R
Add, s103, s104, T
Add, s104, o104, W
Add, s104, s105, T
Add, s105, o105, R
Add, s105, s106, T
Add, s106, o106, W
Add, s106, s107, T
Add, s107, o107, R
Add, s107, s108, T
Add, s108, o108, W
Add, s108, s109, T
Add, s109, o109, R
Add, s109, s110, T
Add, s110, o110, W
Add, s110, s111, T
Add, s111, o111, R
Add, s111, s112, T
Add, s112, o112, W
Add, s112, s113, T
Add, s113, o113, R
Add, s113, s114, T
Add, s114, o114, W
Add, s114, s115, T
Add, s115, o115, R
Add, s115, s116, T
Add, s116, o116, W
Add, s116, s117, T
Add, s117, o117, R
Add, s117, s118, T
Add, s118, o118, W
Add, s118, s119, T
Add, s119, o119, R
Add, s119, s120, T
Add, s120, o120, W
Add, s120, s121, T
Add, s121, o121, R
Add, s121, s122, T
Add, s122, o122, W
Add, s122, s123, T
Add, s123, o123, R
Add, s123, s124, T
Add, s124, o124, W
Add, s124, s125, T
Add, s125, o125, R
Add, s125, s126, T
Add, s126, o126, W
Add, s126, s127, T
Add, s127, o127, R
Add, s127, s128, T
Add, s128, o128, W
Add, s128, s129, T
Add, s129, o129, R
Add, s129, s130, T
Add, s130, o130, W
Add, s130, s131, T
Add, s131, o131, R
Add, s131, s132, T
Add, s132, o132, W
Add, s132, s133, T
Add, s133, o133, R
Add, s133, s134, T
Add, s134, o134, W
Add, s134, s135, T
Add, s135, o135, R
Add, s135, s136, T
Add, s136, o136, W
Add, s136, s137, T
Add, s137, o137, R
Add, s137, s138, T
Add, s138, o138, W
Add, s138, s139, T
Add, s139, o139, R
Add, s139, s140, T
Add, s140, o140, W
Add, s140, s141, T
Add, s141, o141, R
Add, s141, s142, T
Add, s142, o142, W
Add, s142, s143, T
Add, s143, o143, R
Add, s143, s144, T
Add, s144, o144, W
Add, s144, s145, T
Add, s145, o145, R
Add, s145, s146, T
Add, s146, o146, W
Add, s146, s147, T
Add, s147, o147, R
Add, s147, s148, T
Add, s148, o148, W
Add, s148, s149, T
Add, s149, o149, R
Add, s149, s150, T
Add, s150, o150, W
Add, s150, s151, T
Add, s151, o151, R
Add, s151, s152, T
Add, s152, o152, W
Add, s152, s153, T
Add, s153, o153, R
Add, s153, s154, T
Add, s154, o154, W
Add, s154, s155, T
Add, s155, o155, R
Add, s155, s156, T
Add, s156, o156, W
Add, s156, s157, T
Add, s157, o157, R
Add, s157, s158, T
Add, s158, o158, W
Add, s158, s159, T
Add, s159, o159, R
Add, s159, s160, T
